customer_ID,risk_score,State,Region,Number_Of_Dependents,marital_status,Gender,Age,Age Group,Fund,Total_Asset,No of qtns,GENERAL_SAVING_ASSET,HOME_OWNERSHIP_ASSET,FAMILY_PLANNING_ASSET,RETIREMENT_ASSET,UNKNOWN_ASSET
582,2.36,Colorado,West,2,Married,Female,65,55+,Pre-Retirees,7443312.74,6,2447687.92,644987.12,2829710.33,62843.04,1458084.33
583,3.11,Florida,South,2,Single,Female,65,55+,Second Chance Retirees,8252184.52,5,1105296.19,453772.38,1328641.7,4920133.8,444340.45
584,2.36,Florida,South,2,Married,Female,65,55+,Pre-Retirees,9768119.22,6,1401292.34,1216569,3231231.31,2442503.23,1476523.34
585,2.36,Maryland,Northeast,2,Married,Female,65,55+,Pre-Retirees,12018749,6,3682144.63,973983.07,5457004.3,599683.22,1305933.78
586,2.36,Arizona,West,2,Married,Female,65,55+,Pre-Retirees,8280799.87,6,1344267.85,681275.09,2768812.68,1707684.08,1778760.17
587,2.85,Georgia,South,2,Married,Male,65,55+,Pre-Retirees,7251977.12,7,1910091.21,569548.01,880121.55,3440618.69,451597.66
589,2.6,Connecticut,Northeast,2,Married,Male,65,55+,Pre-Retirees,4601579.29,6,1812524.81,399003.07,789195.51,1009543.64,591312.26
590,3.45,California,West,2,Single,Male,65,55+,Second Chance Retirees,4501341.66,8,1780403.98,17360.09,1201543.48,1255254.62,246779.49
591,2.52,Washington,West,2,Married,Male,65,55+,Pre-Retirees,6365128.72,7,59322.43,507753.79,1390817,3517474.52,889760.98
592,3,California,West,2,Divorced,Male,65,55+,Second Chance Retirees,2528801.7,7,920379.3,516033.54,574936.75,324605.22,192846.89
593,3.14,Florida,South,2,Single,Male,65,55+,Second Chance Retirees,6268467.91,7,1716822.06,701531.81,413454.69,3057375.86,379283.49
594,3.21,Florida,South,2,Single,Male,65,55+,Second Chance Retirees,5122399.66,8,410803.29,163175.41,1806891.84,2669227.89,72301.23
595,3.11,California,West,2,Divorced,Male,65,55+,Second Chance Retirees,2876691.8,7,471643.02,142361.91,238981.86,1548210.77,475494.24
597,2.6,Texas,South,2,Married,Male,65,55+,Pre-Retirees,8110540.83,6,1785737.99,1232869,2060804.3,2753896.7,277232.84
599,3.08,Texas,South,2,Single,Male,65,55+,Second Chance Retirees,787748.83,6,85228.23,34579.49,250735.59,388366.99,28838.53
600,2.67,Georgia,South,2,Married,Male,65,55+,Pre-Retirees,3812945.01,7,426931.07,1177359.08,504117.24,1501549.67,202987.95
601,3.07,Maryland,Northeast,2,Divorced,Male,65,55+,Second Chance Retirees,3718591.82,7,179114.42,508237.03,1088725.4,1917512.9,25002.07
604,1.59,California,West,2,Married,Male,65,55+,Pre-Retirees,4024127.2,8,554910.47,46282.08,1426458.01,1112177.66,884298.98
609,2.81,Oregon,West,1,Married,Male,65,55+,Pre-Retirees,6737835.55,8,600564.56,686448.42,1632427.8,3436745.89,381648.88
610,2.81,Florida,South,1,Married,Male,65,55+,Pre-Retirees,3936472.68,8,692495.73,421277.38,1562618.68,128867.48,1131213.41
611,2.36,Washington,West,1,Married,Female,65,55+,Pre-Retirees,11283280.63,6,3366438.94,1596.44,2809441.63,4576514.34,529289.28
612,2.36,Oklahoma,South,1,Married,Female,65,55+,Pre-Retirees,15606800.73,6,2888485.52,1126581.39,4352265.22,5501211.21,1738257.39
613,2.36,Colorado,West,1,Married,Female,65,55+,Pre-Retirees,8188442.69,6,354316.81,1767809.16,1330389.4,4356427.8,379499.52
615,2.36,Texas,South,0,Married,Female,65,55+,Pre-Retirees,10520508.22,6,1051840.11,356322.1,3429613.7,4411031.79,1271700.52
617,2.36,Washington,West,0,Married,Female,65,55+,Pre-Retirees,6660685.51,6,3651615.68,594552.25,412872.03,782190.49,1219455.06
618,2.36,Delaware,Northeast,0,Married,Female,65,55+,Pre-Retirees,11722953.52,6,3057747.64,1607560.34,4515232.55,2034732.21,507680.78
622,3.07,Indiana,Midwest,0,Divorced,Male,65,55+,Second Chance Retirees,2921887.64,7,894687.98,502951.02,360961.38,800765.26,362522
623,3.1,California,West,0,Divorced,Male,65,55+,Second Chance Retirees,2659616.34,7,812447.38,308280.91,193888.34,1214394.27,130605.44
624,3.19,Nevada,West,0,Divorced,Male,65,55+,Second Chance Retirees,3983161.1,8,305570.2,275577.85,1211864,1850139.82,340009.23
625,3,Delaware,Northeast,0,Divorced,Male,65,55+,Second Chance Retirees,2138146.56,8,114060.34,461844.03,291272.75,929326.74,341642.7
626,2.64,Florida,South,0,Married,Male,65,55+,Pre-Retirees,5211545.79,6,2376024.02,458813.97,624997.53,899578.37,852131.9
627,2.54,California,West,0,Married,Male,65,55+,Pre-Retirees,4073127.05,7,559627.91,1085359.02,1369191.28,144694.62,914254.22
628,4.23,Connecticut,Northeast,0,Single,Male,65,55+,Second Chance Retirees,5415367.37,7,1712284.52,90085.69,2371024.94,345494.82,896477.4
629,3.15,Nevada,West,0,Single,Male,65,55+,Second Chance Retirees,4587512.54,7,1678371.55,572682.9,1437513.2,862585.03,36359.86
630,2.9,Florida,South,0,Married,Male,65,55+,Pre-Retirees,7883514.79,6,228824.29,928790.68,1967184.84,4500132.75,258582.23
631,3,Florida,South,0,Single,Male,65,55+,Second Chance Retirees,3870622.08,8,317671.85,366629.23,2598382.52,457756.42,130182.06
632,3.23,Kentucky,South,0,Divorced,Male,65,55+,Second Chance Retirees,5371581.86,7,991448.64,298860.59,1545006.22,2028873.39,507393.02
633,3,Connecticut,Northeast,0,Single,Male,65,55+,Second Chance Retirees,4555902.87,6,455875.43,148935.85,923175.77,2108013.15,919902.67
637,2.36,Illinois,Midwest,1,Married,,65,55+,Pre-Retirees,8468883.38,6,2360532.72,1308169.04,84338.75,3296245.68,1419597.19
638,3.11,Florida,South,1,Single,,65,55+,Second Chance Retirees,5430017.86,5,1273373.48,187470.74,1788275.85,1733264.68,447633.11
640,2.36,Ohio,Midwest,0,Married,Female,65,55+,Pre-Retirees,8486133.36,6,2738671.6,1277374.18,2063780.6,1626815.17,779491.81
641,2.36,Maryland,Northeast,0,Married,Female,65,55+,Pre-Retirees,9873694.77,6,101852.15,938547.98,1160536.29,6183979.78,1488778.57
642,2.36,Wisconsin,Midwest,0,Married,Female,65,55+,Pre-Retirees,10902492.82,6,2730978.81,106592.62,400806.06,5793590.65,1870524.68
643,2.36,Florida,South,0,Married,Female,65,55+,Pre-Retirees,12350220.09,6,1789594.93,1367979.72,3052486.38,5193008.87,947150.19
645,2.36,Massachusetts,Northeast,0,Married,Female,65,55+,Pre-Retirees,5815587.97,6,3659282.64,39939.31,75330.22,1647977.01,393058.79
647,2.36,Colorado,West,0,Married,Female,65,55+,Pre-Retirees,9358246.5,6,1371305.52,327036.72,2164444.03,4152455.42,1343004.81
648,2.36,Illinois,Midwest,0,Married,Female,65,55+,Pre-Retirees,8251542.38,6,3181978.05,1260189.03,369391.28,1760542.62,1679441.4
649,2.36,Maryland,Northeast,0,Married,Female,65,55+,Pre-Retirees,8289566.08,6,2927049.47,616384.27,3565218.2,1140617.09,40297.05
650,2.36,Florida,South,0,Married,Female,65,55+,Pre-Retirees,12663418.43,6,3157984.25,1274756.56,863423.5,5605139.4,1762114.72
652,3.08,Maryland,Northeast,0,Divorced,Male,65,55+,Second Chance Retirees,1045393.55,6,242602.98,262652.94,42801.88,101930.19,395405.56
655,3.07,Virginia,South,0,Single,Male,65,55+,Second Chance Retirees,4960197.49,7,889013.36,790436.46,1144526.76,1607427.24,528793.67
656,3.46,Kentucky,South,0,Divorced,Male,65,55+,Second Chance Retirees,3569870.45,7,545681.86,497818.72,764468.17,1715052.14,46849.56
657,3.11,Delaware,Northeast,0,Single,Male,65,55+,Second Chance Retirees,5134856.22,7,600656.85,12655.47,82931.75,3525901.89,912710.26
658,3.36,California,West,0,Single,Male,65,55+,Second Chance Retirees,6064432.64,8,862302.54,742744.64,2203541.5,2056831.55,199012.41
659,2.63,Florida,South,0,Married,Male,65,55+,Pre-Retirees,8948648.96,7,1018360.26,185597.32,2908898.18,4696252.45,139540.75
661,4.2,Florida,South,0,Divorced,Male,65,55+,Second Chance Retirees,2466829.46,7,940962.15,54992.55,51399.04,1410678.26,8797.46
663,3,Massachusetts,Northeast,0,Single,Male,65,55+,Second Chance Retirees,4303649.37,6,1139215.9,207469.36,2568372.86,253597.59,134993.66
664,2.5,Maryland,Northeast,0,Married,Male,65,55+,Pre-Retirees,6643565.01,6,867184.78,593938.55,1836423.01,2675626.64,670392.03
666,3.47,Washington,West,0,Divorced,Male,65,55+,Second Chance Retirees,1952124.41,7,724541.79,130488.7,59357.53,962527.07,75209.32
670,3.7,Oregon,West,0,Single,,65,55+,Second Chance Retirees,8794971.78,6,1253654.3,309985.53,2827513.14,3924294.66,479524.15
672,2.33,Connecticut,Northeast,0,Married,Male,65,55+,Pre-Retirees,4079710.25,7,1948462.21,476933.56,165868.19,262860.25,1225586.04
673,2.77,Florida,South,0,Married,Male,65,55+,Pre-Retirees,10851647.41,7,1327895.71,1112899.13,3595700.53,4169944.9,645207.14
675,2.36,Florida,South,0,Married,Female,65,55+,Pre-Retirees,12736376.27,6,1543451.27,366785.08,2435890.02,7446557.66,943692.24
676,2.36,Minnesota,Midwest,0,Married,Female,65,55+,Pre-Retirees,4559857.46,6,994769.19,260644.36,1487904.72,803192.83,1013346.36
678,2.36,Florida,South,0,Married,Female,65,55+,Pre-Retirees,12185935.62,6,1667011.13,1832042.72,1239314.73,6701221.61,746345.43
679,2.36,Nevada,West,0,Married,Female,65,55+,Pre-Retirees,11885387.91,6,878880.04,718874.21,3834264.47,5472916.3,980452.89
681,2.36,Massachusetts,Northeast,0,Married,Female,65,55+,Pre-Retirees,11037701.94,6,797105.09,1600634.88,912219.8,6342091.14,1385651.03
682,2.36,Florida,South,0,Married,Female,65,55+,Pre-Retirees,7408491.48,6,1228994.96,878350.26,1090322.25,3257063.6,953760.41
683,2.36,Virginia,South,0,Married,Female,65,55+,Pre-Retirees,6219364.51,6,227464.47,675108.35,2438062.29,1195531.83,1683197.57
685,2.36,Florida,South,0,Married,Female,65,55+,Pre-Retirees,13883588.96,6,1202626.71,824947.34,3159268.44,7238461.65,1458284.82
686,2.36,Pennsylvania,Northeast,0,Married,Female,65,55+,Pre-Retirees,12703773.89,6,3309982.42,1574784.99,2608948.74,4138818.28,1071239.46
687,3.5,Michigan,Midwest,0,Single,Male,65,55+,Second Chance Retirees,3288619.8,8,1533997.48,383221.24,884281.6,2003.41,485116.07
688,2.18,Kentucky,South,0,Married,Male,65,55+,Pre-Retirees,7533084.11,7,1686319.81,557051.16,3113279.02,951061.86,1225372.26
691,3.06,Florida,South,0,Single,Male,65,55+,Second Chance Retirees,6217536.22,6,981968.46,362999.99,1555559.55,3033450.95,283557.27
694,3,Florida,South,0,Divorced,Male,65,55+,Second Chance Retirees,1691388.56,8,470562.35,352308.37,236042.51,130419.54,502055.79
697,3.23,Florida,South,5,Divorced,Male,65,55+,Second Chance Retirees,2483762.64,8,123812.21,67553.41,505817.21,1509821.04,276758.77
698,2.18,Maryland,Northeast,5,Married,Male,65,55+,Pre-Retirees,5881396.69,7,1497476.95,317412.33,2116816.79,932965.36,1016725.26
699,3.71,Massachusetts,Northeast,5,Single,Male,65,55+,Second Chance Retirees,4572191.15,5,1352587.02,254506.36,1072325.22,1525970.53,366802.02
702,2.33,Massachusetts,Northeast,5,Married,Male,65,55+,Pre-Retirees,10340881.82,7,2072539.12,953394.87,3349346.46,3041588.66,924012.71
704,3.07,Texas,South,5,Divorced,Male,65,55+,Second Chance Retirees,4265793.22,7,866876.4,333126.72,1183067.96,1394823.66,487898.48
705,3.31,Michigan,Midwest,5,Divorced,Male,65,55+,Second Chance Retirees,1848212.08,8,529163.34,342107.06,884508.92,10960.77,81471.99
707,3.1,Georgia,South,5,Single,,65,55+,Second Chance Retirees,6151817.76,6,1918895,1025103.34,752369.2,1362371.4,1093078.82
711,2.21,Pennsylvania,Northeast,1,Married,Male,65,55+,Pre-Retirees,4163471.52,6,1164577.44,330219.05,599010.42,1441104.54,628560.07
714,2.36,Minnesota,Midwest,1,Married,Female,65,55+,Pre-Retirees,4978456.88,6,328637.46,1394139.8,1399746.44,1127361.08,728572.1
715,2.36,Texas,South,4,Married,Female,65,55+,Pre-Retirees,11862410.24,6,2583038.02,206618.82,4386461.04,4313284.19,373008.17
716,2.36,Florida,South,4,Married,Female,65,55+,Pre-Retirees,9072820.4,6,240939.88,406360.09,2641613.64,4880110.06,903796.73
718,2.36,Oregon,West,4,Married,Female,65,55+,Pre-Retirees,18636619.8,6,2859365.43,1858587.68,5615740.54,7443420.94,859505.21
720,2.36,California,West,4,Married,Female,65,55+,Pre-Retirees,10573873.88,6,1763934.31,1668440.22,249755.31,5422100.49,1469643.55
723,2.36,Pennsylvania,Northeast,4,Married,Female,65,55+,Pre-Retirees,13365240.03,6,221146.1,530128.12,5024950.82,7026781.88,562233.11
725,2.36,Florida,South,4,Married,Female,65,55+,Pre-Retirees,10115883.46,6,2858247.1,1240879.16,3181583.62,1290600.98,1544572.6
727,2.36,Massachusetts,Northeast,4,Married,Female,65,55+,Pre-Retirees,5152579.47,6,674815.56,1413936.01,596656.76,1809529.86,657641.28
728,2.36,Massachusetts,Northeast,4,Married,Female,65,55+,Pre-Retirees,12459767.87,6,190411.23,1101531.23,4622848.03,4949077.54,1595899.84
732,3.8,Florida,South,4,Single,Male,65,55+,Second Chance Retirees,6852972.87,6,398140.52,879591.87,1715032.33,3070080.75,790127.4
733,3.5,Minnesota,Midwest,4,Single,Male,65,55+,Second Chance Retirees,5969899.26,6,1420223.88,360039.79,1046239.74,2788654.75,354741.1
735,3,Florida,South,4,Single,Male,65,55+,Second Chance Retirees,6128448.11,7,1281095.71,807661.86,1410045.9,1738273.68,891370.96
736,2.23,Connecticut,Northeast,4,Married,Male,65,55+,Pre-Retirees,7775704.94,7,1724125.73,215791.43,2784100.18,2621009.66,430677.94
737,3.5,Tennessee,South,1,Divorced,Male,65,55+,Second Chance Retirees,3133279.55,6,1000989.08,35551.26,524010.08,1171734.93,400994.2
739,2.41,Colorado,West,0,Married,Male,65,55+,Pre-Retirees,3295297.58,8,1043985.45,145950.85,1302561.94,615359.85,187439.49
741,2.36,Pennsylvania,Northeast,0,Married,,65,55+,Pre-Retirees,9997972.15,6,2530295.04,1479059.56,451501.6,5009013.36,528102.59
743,2.25,Texas,South,3,Married,Male,65,55+,Pre-Retirees,8313498.34,6,2125843.2,50485.47,3531174.94,2215415.16,390579.57
746,2.36,Delaware,Northeast,3,Married,Female,65,55+,Pre-Retirees,14512149.85,6,2431774.8,678193.78,3792859.95,7421654.82,187666.5
747,2.36,Florida,South,3,Married,Female,65,55+,Pre-Retirees,10764761.89,6,92029.02,1412201.04,2479370.77,5145627.05,1635534.01
748,2.36,Maine,Northeast,1,Married,Female,65,55+,Pre-Retirees,9646475.72,6,2089401.35,1274949.94,1580364.3,3093013.5,1608746.63
751,3.1,Texas,South,1,Single,Female,65,55+,Second Chance Retirees,5201051.03,6,2327859.24,74681.43,1965411.86,17583.13,815515.37
752,2.36,Indiana,Midwest,1,Married,Female,65,55+,Pre-Retirees,13777910.64,6,3437340.57,1379169.04,4588082.74,3169082.59,1204235.7
755,2.36,Kentucky,South,1,Married,Female,65,55+,Pre-Retirees,8643734.05,6,1147115.55,524735.64,2789163.94,3136092.71,1046626.21
756,2.36,Georgia,South,1,Married,Female,65,55+,Pre-Retirees,8931334.84,6,2373551.86,1291603.44,2689625.95,2536288.93,40264.66
757,2.36,Virginia,South,1,Married,Female,65,55+,Pre-Retirees,10254798.03,6,2025047.23,388671.57,2742720.74,4599763.83,498594.66
758,3.07,Nevada,West,1,Divorced,Male,65,55+,Second Chance Retirees,3049905.99,7,527299.14,516515.64,136232.93,1588639.52,281218.76
761,3.19,California,West,1,Single,Male,65,55+,Second Chance Retirees,4214410.29,8,284522.28,766840.84,301019.85,2574755.91,287271.41
762,3.37,Ohio,Midwest,1,Divorced,Male,65,55+,Second Chance Retirees,3278049.21,7,186701.84,248031.73,1467025.09,978415.57,397874.98
764,2.18,Florida,South,3,Married,Male,65,55+,Pre-Retirees,4887700.02,7,359237.8,458069.66,1091827.53,2207111.96,771453.07
767,3.11,Oklahoma,South,3,Divorced,Male,65,55+,Second Chance Retirees,1476093.05,7,789787.96,76466.05,240890.05,9296.14,359652.85
770,3.05,Maryland,Northeast,3,Divorced,Male,65,55+,Second Chance Retirees,2727082.64,7,201554.29,110417.58,1293235.16,682201.73,439673.88
771,3.29,Ohio,Midwest,3,Divorced,Male,65,55+,Second Chance Retirees,1273429.65,7,643889.06,6315.4,507438.67,80181.5,35605.02
772,3.39,Virginia,South,3,Single,Male,65,55+,Second Chance Retirees,5367543.19,8,447350.9,774020.52,2237433.49,1809911.38,98826.9
773,1.57,Connecticut,Northeast,3,Married,Male,65,55+,Pre-Retirees,6321182.15,7,388453.98,261272.17,2108930.8,2797675.55,764849.65
776,2.25,Ohio,Midwest,2,Married,Male,65,55+,Pre-Retirees,9153118.67,6,1669233.95,932518.45,2819623.62,2691600.54,1040142.11
778,2.38,Oklahoma,South,2,Married,Male,65,55+,Pre-Retirees,6527181.28,7,1277692.92,764774.65,2656342.54,1134619.2,693751.97
783,2.36,Nevada,West,2,Married,Female,65,55+,Pre-Retirees,10469074.83,6,3630974.63,1366091.44,1627983.49,2968270.16,875755.11
784,2.36,Maryland,Northeast,2,Married,Female,65,55+,Pre-Retirees,11102585.26,6,305619.72,1066101.75,3995025.84,4806825.75,929012.2
786,2.36,Ohio,Midwest,2,Married,Female,65,55+,Pre-Retirees,5929742.9,6,583241.82,492657.8,720680.5,2820489.24,1312673.54
787,2.36,Ohio,Midwest,2,Married,Female,65,55+,Pre-Retirees,9219146.22,6,591718.61,412197.55,602155.38,6627203.48,985871.2
789,2.36,Illinois,Midwest,2,Married,Female,65,55+,Pre-Retirees,12830265.86,6,2049794.32,1245607.83,3133026,4774640.83,1627196.88
791,3.11,Virginia,South,2,Single,Male,65,55+,Second Chance Retirees,6475705.88,7,795630.51,49920.25,1389613.49,3735115.86,505425.77
793,2.15,Oregon,West,2,Married,Male,65,55+,Pre-Retirees,6168125.31,7,1143912.31,1007058.12,2639879.05,528283.39,848992.44
794,2.46,Massachusetts,Northeast,2,Married,Male,65,55+,Pre-Retirees,7189157.78,8,723250.69,543557.66,1241407.44,3576749.03,1104192.96
795,2.69,Nevada,West,2,Married,Male,65,55+,Pre-Retirees,7063672.39,8,849090.28,538297.72,2058465.43,3577289.16,40529.8
797,2.41,Maryland,Northeast,2,Married,Male,65,55+,Pre-Retirees,10641214.14,8,1908318.3,202656.6,3698576.29,4569883.47,261779.48
798,3.4,Indiana,Midwest,2,Divorced,Male,65,55+,Second Chance Retirees,3781169.6,6,758815.3,405598.08,612922.13,1944501.52,59332.57
799,1.73,Florida,South,2,Married,Male,65,55+,Pre-Retirees,3320683.51,7,527909.99,29266.97,2375428.72,261666.16,126411.67
800,4,California,West,2,Divorced,Male,65,55+,Second Chance Retirees,1257796.85,7,2821.62,8287.45,708451.54,530598.22,7638.02
801,3.23,Wyoming,West,2,Divorced,Male,65,55+,Second Chance Retirees,2777199.41,8,783115.32,13356.82,363602.93,1191318.34,425806
802,3.62,Massachusetts,Northeast,2,Single,Male,65,55+,Second Chance Retirees,6159640.97,7,1187324.24,222004.32,287529.65,3620611.99,842170.77
806,4,Wyoming,West,2,Divorced,Male,65,55+,Second Chance Retirees,2006773.35,8,830042.93,212498.78,42116.26,418270.32,503845.06
809,3.05,Pennsylvania,Northeast,2,Single,Male,65,55+,Second Chance Retirees,6213810.28,8,1371574.34,461323.04,81702.41,3578187.97,721022.52
811,2.17,Colorado,West,2,Married,Male,65,55+,Pre-Retirees,6116134.5,6,712406.57,68503.72,440742.18,4252472.14,642009.89
812,3.05,Colorado,West,2,Divorced,Male,65,55+,Second Chance Retirees,3503619.96,7,800431.74,415457.43,1048446.36,753479.79,485804.64
813,2.36,Maryland,Northeast,2,Married,,65,55+,Pre-Retirees,10500635.34,6,3111072.74,1297289.45,1308184.02,4355294.74,428794.39
814,2,Massachusetts,Northeast,1,Married,Male,65,55+,Pre-Retirees,5328555.89,7,2385927.4,755690.83,335464.27,908809.57,942663.82
816,1.81,Arizona,West,1,Married,Male,65,55+,Pre-Retirees,5184397.43,8,1150664.24,949867.78,2488855.45,403179.38,191830.58
818,2.36,Florida,South,1,Married,Female,65,55+,Pre-Retirees,10439518.94,6,386900.47,424892.89,4565864.72,4464670.58,597190.28
822,2.36,Florida,South,0,Married,Female,65,55+,Pre-Retirees,12653187.78,6,2696246.47,1096904.02,3626487.07,4516608.1,716942.12
824,4.14,Hawaii,West,0,Single,Male,65,55+,Second Chance Retirees,3267841.45,6,401538.01,495270.83,1248326.16,596689.52,526016.93
827,3.67,Oregon,West,0,Divorced,Male,65,55+,Second Chance Retirees,2300037.9,6,419199.35,64394.46,464631.18,1069069.46,282743.45
828,2.87,California,West,0,Married,Male,65,55+,Pre-Retirees,10702013.46,7,1560681.16,1065910.93,2252711.26,4941844.38,880865.73
829,2.21,California,West,0,Married,Male,65,55+,Pre-Retirees,9391659.89,7,1673136.44,1226984.43,3271418.47,2274126.57,945993.98
831,1.8,Washington,West,0,Married,Male,65,55+,Pre-Retirees,5663418.39,8,2092679.85,1151373.1,1133713.53,490594.29,795057.62
832,2.1,California,West,0,Married,Male,65,55+,Pre-Retirees,8308046.2,6,743379.69,894407.65,2105915.76,4364899.97,199443.13
834,1.73,Florida,South,1,Married,Male,65,55+,Pre-Retirees,5623335.87,7,198744.5,1071004.9,78367.91,3598039.91,677178.65
835,3.5,Delaware,Northeast,1,Divorced,Male,65,55+,Second Chance Retirees,3706133.33,8,30294.99,145981,1488638.27,1788454.3,252764.77
837,3.33,Michigan,Midwest,1,Single,Male,65,55+,Second Chance Retirees,6138002.43,7,796443.52,516686.51,1111144.98,2989765.21,723962.21
839,4.17,Massachusetts,Northeast,1,Single,Male,65,55+,Second Chance Retirees,6060778.41,8,1074399.96,222288.77,2551772.25,1288371.8,923945.63
841,4.78,Alabama,South,1,Divorced,Male,33,30-55,Aggressive Investors,1971653.84,7,479943.68,194046.96,1176869.52,10892.64,109901.04
842,4.78,Michigan,Midwest,1,Single,Male,33,30-55,Aggressive Investors,3582934.13,7,268317.94,447558.91,755283.74,1770936.77,340836.77
843,2.61,Ohio,Midwest,1,Married,Male,33,30-55,Conservative Investors,2131230.05,8,254424.96,374960.64,1166740.99,147554.69,187548.77
845,3.88,Maryland,Northeast,1,Single,,33,30-55,Aggressive Investors,3787959.15,8,472552.56,575802.45,362146.41,1484653.68,892804.05
846,3,Indiana,Midwest,0,Married,Male,33,30-55,Balanced Investors,4735461.6,8,1846269.7,346608,618739.78,1364158.46,559685.66
848,2.5,Pennsylvania,Northeast,0,Married,Female,33,30-55,Conservative Investors,10786150.37,8,599535.65,831705.55,3701436.48,5146258.18,507214.51
851,4,Michigan,Midwest,0,Single,Female,33,30-55,Aggressive Investors,7749660.97,6,943639.85,989604.22,1882623.71,3368323.01,565470.18
852,3.71,Florida,South,0,Single,Female,33,30-55,Aggressive Investors,7062063.72,5,626208.19,834132.17,2142523.22,3257349.98,201850.16
853,2.73,Florida,South,0,Married,Female,33,30-55,Conservative Investors,12753632.44,8,2594960.35,1294635.89,3194119.87,4729534.27,940382.06
854,2.21,Florida,South,0,Married,Female,33,30-55,Conservative Investors,11500463.09,8,408879.65,1052824.9,3516858.43,5204514.24,1317385.87
856,3.17,Florida,South,0,Married,Female,33,30-55,Balanced Investors,8656216.56,8,1878500.45,107435.52,641172.67,5368969.15,660138.77
857,1.9,Washington,West,0,Married,Female,33,30-55,Conservative Investors,7549988.84,8,1416780.58,265075.2,1841263.49,2806053.12,1220816.45
859,4.78,Oregon,West,0,Single,Male,33,30-55,Aggressive Investors,5077388.59,7,934442.5,469833.91,1176752.23,2328653.66,167706.29
861,3.17,Florida,South,0,Married,Male,33,30-55,Balanced Investors,6642152.74,8,902414.02,581357.28,1332171.94,3139217.28,686992.22
862,2.71,Nevada,West,0,Married,Male,33,30-55,Conservative Investors,5759777.86,7,1304327.04,871290.43,1602401.76,1419388.42,562370.21
863,3,Maryland,Northeast,0,Married,Male,33,30-55,Balanced Investors,5559013.14,8,672939.07,888471.84,1874476.22,1870920.19,252205.82
864,4.78,Maine,Northeast,0,Divorced,Male,33,30-55,Aggressive Investors,1530285.88,7,122471.52,321537.44,172915.32,861663.36,51698.24
865,4.78,California,West,0,Single,Male,33,30-55,Aggressive Investors,4113039.73,7,811602.29,167903.42,23088.02,2865811.1,244634.9
867,4.78,Kentucky,South,0,Single,Male,33,30-55,Aggressive Investors,3282992.7,7,3334.32,8274.02,1287460.22,1847263.1,136661.04
870,4.78,Maryland,Northeast,0,Single,Male,33,30-55,Aggressive Investors,3237105.67,7,738487.73,160795.44,404154.79,1292559.55,641108.16
872,4.78,Michigan,Midwest,0,Single,Male,33,30-55,Aggressive Investors,4463355.24,7,716193.65,248733.43,1228634.35,1890019.87,379773.94
873,3.27,Maryland,Northeast,0,Married,Male,33,30-55,Balanced Investors,6370181.96,8,1390997.57,823805.09,1728360.58,1674799.49,752219.23
874,4.78,Maryland,Northeast,0,Single,Male,33,30-55,Aggressive Investors,4080648.17,7,567257.33,472125.24,511182.14,2191613.76,338469.7
875,3.29,Florida,South,0,Married,Male,33,30-55,Balanced Investors,2746002.62,7,266368.51,297933.5,925237.15,754743.17,501720.29
876,2.9,Florida,South,0,Married,Male,33,30-55,Conservative Investors,4392363.37,8,723930.82,139961.66,449042.69,2758776.58,320651.62
877,4.78,Connecticut,Northeast,0,Single,Male,33,30-55,Aggressive Investors,3271220.78,7,403406.5,485245.94,465804.43,1667777.47,248986.44
878,4.78,Nevada,West,0,Single,Male,33,30-55,Aggressive Investors,5015768.41,7,916309.87,701086.25,1220060.02,1664094.53,514217.74
879,4.78,Florida,South,0,Divorced,Male,33,30-55,Aggressive Investors,2184514.44,7,620401.52,138696.68,584574.96,833318.88,7522.4
880,4.78,Kentucky,South,0,Divorced,Male,33,30-55,Aggressive Investors,2953902.6,7,619713.68,291461.36,650446.32,1040902.88,351378.36
881,3.2,Minnesota,Midwest,0,Married,Male,33,30-55,Balanced Investors,3953887.2,7,2713.15,220924.7,1864431.94,1191374.98,674442.43
883,4.78,Texas,South,0,Single,Male,33,30-55,Aggressive Investors,2824636.11,7,333919.3,330342.84,593642.52,1165281.41,401450.04
884,4.78,California,West,0,Single,Male,33,30-55,Aggressive Investors,2808946.29,7,1750.32,516305.16,1572492.74,508187.81,210210.26
887,3,Indiana,Midwest,0,Married,,33,30-55,Balanced Investors,7692131.4,7,1624189.44,337313.28,3268298.16,1729847.04,732483.48
888,3.4,Illinois,Midwest,0,Married,Male,34,30-55,Balanced Investors,9399123.75,7,1914558.34,546619.39,2573681.47,3540308.74,823955.81
890,4.78,Georgia,South,0,Single,Male,34,30-55,Aggressive Investors,3946803.55,7,1231352.93,122666.47,2108431.94,86348.74,398003.47
891,3,Maryland,Northeast,0,Married,Male,34,30-55,Balanced Investors,6164248.02,8,1813258.56,786155.42,568617.12,2256835.58,739381.34
892,3,Connecticut,Northeast,0,Married,Male,34,30-55,Balanced Investors,4835601.7,8,287165.18,426999.94,2544195.46,1289821.82,287419.3
893,3.17,Maryland,Northeast,0,Married,Male,34,30-55,Balanced Investors,5732726.69,8,833275.97,865168.9,1260643.68,1850052.48,923585.66
895,3.27,Connecticut,Northeast,0,Married,Female,34,30-55,Balanced Investors,8190224.49,8,889625.66,212032.51,3131394.77,3878900.93,78270.62
896,2.33,Connecticut,Northeast,0,Married,Female,34,30-55,Conservative Investors,7926226.13,7,191935.01,1242367.92,4276791.79,1828415.23,386716.18
